nome;email;email_corporativo;area;cargo;funcao;localidade;tempo_de_empresa;genero;geracao;n0_empresa;n1_diretoria;n2_gerencia;n3_coordenacao;n4_area;Data da Resposta;Interesse no Cargo;Comentários - Interesse no Cargo;Contribuição;Comentários - Contribuição;Aprendizado e Desenvolvimento;Comentários - Aprendizado e Desenvolvimento;Feedback;Comentários - Feedback;Interação com Gestor;Comentários - Interação com Gestor;Clareza sobre Possibilidades de Carreira;Comentários - Clareza sobre Possibilidades de Carreira;Expectativa de Permanência;Comentários - Expectativa de Permanência;eNPS;[Aberta] eNPS
Demo 470;demo470@pinpeople.com.br;demo470@pinpeople.com.br;tecnologia;estagiário;profissional;são paulo;menos de 1 ano;feminino;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;4;-;6;-;5;-;3;-;7;-;7;-;3;-;3;A empresa oferece benefícios competitivos e atrativos.
Demo 471;demo471@pinpeople.com.br;demo471@pinpeople.com.br;administrativo;analista;profissional;são paulo;entre 2 e 5 anos;feminino;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;1;Tenho interesse em liderar projetos estratégicos.;7;Sinto que meu trabalho impacta positivamente os resultados.;5;-;5;-;6;-;2;-;6;Estou comprometido com a empresa a longo prazo.;8;Gostaria de ver mais iniciativas para melhorar o bem-estar dos funcionários.
Demo 472;demo472@pinpeople.com.br;demo472@pinpeople.com.br;comercial;analista;profissional;porto alegre;mais de 5 anos;outro;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;3;Sinto que meu cargo atual não está alinhado com minhas expectativas profissionais.;6;Sinto que posso contribuir mais se houver melhor comunicação.;5;-;5;O feedback negativo é dado de forma respeitosa.;6;-;5;Gostaria de ter discussões regulares sobre meu desenvolvimento.;6;-;7;A liderança é inspiradora e motivadora.
Demo 473;demo473@pinpeople.com.br;demo473@pinpeople.com.br;financeiro;analista;profissional;manaus;entre 2 e 5 anos;outro;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;7;-;6;-;5;-;6;-;6;-;2;-;5;-;10;Sinto que há falta de oportunidades de crescimento na minha área.
Demo 474;demo474@pinpeople.com.br;demo474@pinpeople.com.br;recursos humanos;analista;profissional;manaus;mais de 5 anos;masculino;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;6;-;6;-;6;-;6;-;2;-;4;-;2;-;8;A empresa promove um ambiente de trabalho saudável e positivo.
Demo 475;demo475@pinpeople.com.br;demo475@pinpeople.com.br;tecnologia;coordenador;profissional;recife;mais de 5 anos;outro;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;7;-;4;-;5;-;2;-;5;-;6;-;4;-;10;Gostaria de ter mais clareza nas expectativas de carreira.
Demo 476;demo476@pinpeople.com.br;demo476@pinpeople.com.br;administrativo;coordenador;profissional;manaus;entre 2 e 5 anos;outro;geração y;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;7;-;7;-;6;-;5;-;5;-;4;-;5;-;6;A cultura de feedback é forte e construtiva.
Demo 477;demo477@pinpeople.com.br;demo477@pinpeople.com.br;comercial;coordenador;profissional;brasília;entre 1 e 2 anos;feminino;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;6;Tenho interesse em assumir cargos de liderança.;1;-;6;-;7;-;7;-;7;-;3;-;10;Sinto que a comunicação interna poderia ser mais eficaz.
Demo 478;demo478@pinpeople.com.br;demo478@pinpeople.com.br;financeiro;gerente;gestor;brasília;entre 2 e 5 anos;outro;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;6;-;1;Gostaria de liderar iniciativas estratégicas.;6;Sinto que o aprendizado é valorizado aqui.;6;-;2;-;6;-;3;Considero outras oportunidades devido a alguns fatores.;4;A empresa oferece boas oportunidades de desenvolvimento profissional.
Demo 479;demo479@pinpeople.com.br;demo479@pinpeople.com.br;recursos humanos;gerente;gestor;manaus;mais de 5 anos;outro;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;7;-;6;-;6;-;5;-;4;-;4;-;3;-;8;Gostaria de ver mais reconhecimento pelo trabalho bem feito.
Demo 480;demo480@pinpeople.com.br;demo480@pinpeople.com.br;tecnologia;gerente;gestor;manaus;entre 2 e 5 anos;masculino;baby boomer;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;6;-;7;-;4;-;7;-;3;Gostaria de mais autonomia nas minhas atividades.;3;-;1;-;8;A liderança demonstra compromisso com o sucesso da equipe.
Demo 481;demo481@pinpeople.com.br;demo481@pinpeople.com.br;administrativo;estagiário;profissional;são paulo;entre 1 e 2 anos;feminino;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;4;-;4;-;7;-;6;-;6;-;1;-;3;-;8;Sinto que há pouca inovação nos projetos atuais.
Demo 482;demo482@pinpeople.com.br;demo482@pinpeople.com.br;comercial;estagiário;profissional;recife;menos de 1 ano;masculino;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;7;-;3;-;5;-;6;-;4;-;7;Sinto que posso crescer profissionalmente nesta empresa.;2;-;10;A empresa valoriza a diversidade e a inclusão.
Demo 483;demo483@pinpeople.com.br;demo483@pinpeople.com.br;financeiro;analista;profissional;manaus;entre 2 e 5 anos;feminino;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;6;-;1;-;6;-;6;-;7;-;6;-;6;-;8;Gostaria de ter mais oportunidades de liderar iniciativas.
Demo 484;demo484@pinpeople.com.br;demo484@pinpeople.com.br;recursos humanos;analista;profissional;manaus;entre 2 e 5 anos;outro;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;6;-;2;Desejo compartilhar minhas experiências com novos colaboradores.;6;-;6;-;4;-;5;-;4;Pretendo ficar se houver oportunidades de crescimento.;10;A cultura da empresa promove o equilíbrio entre vida pessoal e profissional.
Demo 485;demo485@pinpeople.com.br;demo485@pinpeople.com.br;tecnologia;analista;profissional;são paulo;entre 1 e 2 anos;masculino;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;7;-;2;-;5;A empresa poderia investir mais em programas de educação continuada.;6;-;7;-;3;-;5;-;8;Sinto que há falta de suporte para meu desenvolvimento profissional.
Demo 486;demo486@pinpeople.com.br;demo486@pinpeople.com.br;administrativo;analista;profissional;brasília;menos de 1 ano;masculino;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;4;-;6;-;5;-;7;-;5;-;5;-;2;-;10;A empresa valoriza a transparência e a honestidade.
Demo 487;demo487@pinpeople.com.br;demo487@pinpeople.com.br;comercial;coordenador;profissional;recife;menos de 1 ano;feminino;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;7;Sinto que posso agregar mais em uma posição diferente.;6;-;6;-;6;-;1;-;2;-;6;-;9;Gostaria de ter mais clareza sobre as oportunidades de promoção.
Demo 488;demo488@pinpeople.com.br;demo488@pinpeople.com.br;financeiro;coordenador;profissional;recife;entre 1 e 2 anos;masculino;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e221;20/01/2022;6;-;2;-;5;-;7;-;6;Sinto que meu gestor valoriza minhas opiniões.;2;-;5;-;9;A liderança incentiva a criatividade e a inovação.
Demo 489;demo489@pinpeople.com.br;demo489@pinpeople.com.br;recursos humanos;coordenador;profissional;brasília;entre 2 e 5 anos;feminino;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;7;-;4;-;6;-;7;Gostaria de ter mais oportunidades de diálogo com a liderança.;7;-;4;-;5;-;8;Sinto que meu trabalho é reconhecido e valorizado.
Demo 490;demo490@pinpeople.com.br;demo490@pinpeople.com.br;tecnologia;gerente;gestor;são paulo;mais de 5 anos;feminino;geração x;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;5;-;6;-;5;-;6;-;4;-;2;-;4;-;10;A empresa oferece bons programas de saúde e bem-estar.
Demo 491;demo491@pinpeople.com.br;demo491@pinpeople.com.br;administrativo;gerente;gestor;brasília;entre 1 e 2 anos;feminino;geração x;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;7;-;6;-;6;-;5;-;4;-;3;Tenho clareza sobre meu plano de carreira.;5;-;8;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 492;demo492@pinpeople.com.br;demo492@pinpeople.com.br;comercial;gerente;gestor;são paulo;entre 1 e 2 anos;feminino;baby boomer;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;6;-;7;-;3;-;7;-;4;-;2;-;1;-;9;A comunicação entre equipes é eficiente e colaborativa.
Demo 493;demo493@pinpeople.com.br;demo493@pinpeople.com.br;financeiro;estagiário;profissional;brasília;menos de 1 ano;masculino;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;5;-;7;-;6;-;6;-;5;-;4;-;3;-;8;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 494;demo494@pinpeople.com.br;demo494@pinpeople.com.br;recursos humanos;estagiário;profissional;são paulo;mais de 5 anos;outro;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;1;-;6;-;7;-;6;-;4;-;5;-;6;Sinto-me valorizado e motivado a permanecer.;8;A empresa valoriza e respeita as contribuições individuais.
Demo 495;demo495@pinpeople.com.br;demo495@pinpeople.com.br;tecnologia;analista;profissional;recife;entre 2 e 5 anos;masculino;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;7;-;7;-;6;Estou comprometido com meu crescimento profissional.;6;-;4;-;6;-;7;-;9;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 496;demo496@pinpeople.com.br;demo496@pinpeople.com.br;administrativo;analista;profissional;são paulo;entre 2 e 5 anos;outro;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;7;-;7;-;5;-;7;-;4;A comunicação é clara e objetiva.;4;-;1;-;10;A liderança demonstra empatia e compreensão.
Demo 497;demo497@pinpeople.com.br;demo497@pinpeople.com.br;comercial;analista;profissional;manaus;entre 2 e 5 anos;outro;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;6;-;7;-;5;-;7;-;4;-;6;Sinto que há falta de informações sobre promoções.;4;-;9;Sinto que há pouca transparência nas decisões corporativas.
Demo 498;demo498@pinpeople.com.br;demo498@pinpeople.com.br;financeiro;analista;profissional;porto alegre;menos de 1 ano;outro;geração z;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;5;-;6;-;7;-;7;Sinto que o feedback me ajuda a crescer profissionalmente.;7;-;4;-;4;-;5;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 499;demo499@pinpeople.com.br;demo499@pinpeople.com.br;recursos humanos;coordenador;profissional;manaus;mais de 5 anos;masculino;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;6;-;6;-;3;-;5;-;5;-;7;-;1;-;5;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 500;demo500@pinpeople.com.br;demo500@pinpeople.com.br;tecnologia;coordenador;profissional;são paulo;menos de 1 ano;masculino;geração y;empresa;diretoria e;gerência e2;coordenação e22;área e222;20/01/2022;7;-;3;-;5;-;7;-;7;-;4;-;7;A cultura da empresa é um incentivo para ficar.;9;A cultura da empresa promove a inovação e a melhoria contínua.
